time,eua_price
1574640000,24.52
1574726400,24.29
1574899200,24.91
1574985600,25.03
1575244800,24.62
1575331200,24.41
1575417600,24.10
1575504000,24.50
1575590400,24.70
1575849600,24.40
1575936000,24.98
1576108800,24.62
1576195200,25.33
1576454400,24.21
1578355200,24.06
1578528000,24.01
1578614400,24.48
1578873600,24.03
1578960000,23.74
1579046400,24.20
1579132800,24.85
1579219200,25.01
1579478400,25.60
1579564800,25.10
1579737600,24.65
1579824000,24.48
1580083200,24.04
1580169600,24.55
1580256000,24.04
1580342400,23.74
1580428800,23.48
1580688000,23.20
1580774400,23.33
1580947200,23.40
1581033600,23.17
1581292800,22.91
1581379200,23.15
1581465600,23.35
1581552000,23.52
1581638400,24.27
1581897600,24.11
1581984000,24.80
1582156800,25.50
1582243200,25.15
1582848000,23.46
1583452800,23.36
1584057600,22.78
1584662400,16.35
1585267200,16.55
1585872000,17.9
1587081600,21.87
1587340800,21.19
1587427200,19.83
1587513600,20.55
1587600000,20.98
1587686400,20.68
1587945600,20.09
1588032000,20.21
1588118400,20.09
1588204800,19.55
1588550400,19.3
1588723200,18.76
1588896000,19.3
1589155200,19.01
1589414400,18.81
1589760000,20.28
1590019200,21.08
1590364800,21.53
1590451200,21.58
1590710400,21.35
1590969600,20.98
1591056000,21.43
1591142400,21.82
1591315200,22.5
1591920000,22.15
1592524800,24.18
1593129600,24.9
1593734400,27
1594339200,27.66
1594944000,26.85
1595548800,26.57
1596153600,26.3
1596758400,26.16
1597363200,25.25
1597968000,25.36
1598572800,29.5
1599177600,28.8
1599782400,28.05
1600387200,28.36
1600992000,26.2
1601596800,26.11
1602201600,26
1602806400,25.46
1603411200,24.92
1604016000,23.45
1604620800,25.2
1605225600,26.31
1605830400,26.8
1606435200,28.23
1607040000,30
1607644800,30.45
1610668800,30.45
1611878400,33.51
1612483200,37.61
1613088000,37.8
1613692800,38.36
1614297600,37.51
1614902400,38.08
1615507200,41.52
1616112000,41.91
1616716800,40.86
1617926400,43.18
1618531200,44.5
1619136000,46.41
1619740800,47.68
1620345600,49.46
1621555200,52.71
1622160000,51.08
1622764800,49.55
1623369600,53.12
1623974400,51.51
1624579200,55.69
1625184000,57.11
1625788800,53.85
1626393600,53.33
1626998400,50.13
1627603200,53.00
1628208000,56.72
1628812800,55.6
1629417600,54.4
1630022400,57.51
1630627200,61.25
1631232000,61.85
1631836800,59.6
1632441600,61.24
1633046400,62.04
1633651200,59.92
1634256000,61.01
1634860800,59.5
1635465600,59.4
1636070400,61.05
1636675200,63.53
1637280000,69.21
1637884800,71.95
1638489600,78.76
1639094400,79.83
1639699200,82.25
1642118400,81.52
1642723200,84.03
1643328000,89.25
1643932800,94.65
1644537600,89.98
1645142400,87.65
1645747200,86.9
1646265600,67.22
1646956800,76.5
1647561600,79.21
1648166400,78.5
1648771200,78
1649376000,80.21
1650585600,87.4
1651190400,82.86
1651795200,90.77
1652400000,88.75
1653004800,81.15
1654819200,80.73
1655424000,83
1656028800,82.9
1656633600,88.22
1657238400,82.63
1657843200,83.71
1658448000,78.06
1659052800,77.96
1659657600,84.5
1660262400,87.3
1660867200,96.87
1661472000,89.56
1662076800,78.41
1662681600,65.21
1663286400,71
1663891200,67.56
1664496000,66.87
1665100800,67.52
1665705600,67.7
1666310400,67.9
1666915200,80.76
1667520000,78.14
1668124800,73.33
1668729600,72.22
1669334400,79.36
1669939200,85.21
1670544000,88.26
1671148800,83.41
1673568000,76.42
1674172800,81.01
1674777600,86.71
1675382400,91.15
1675987200,89.7
1676592000,93.69
1677196800,95.83
1677801600,88.81
1678406400,95.16
1679011200,86.5
1679616000,88.09
1680220800,88.61
1681430400,92.3
1682035200,88.6
1682640000,84
1683244800,84.38
1683849600,86.67
1685059200,81.11
1685664000,78.2
1686268800,83.11
1686873600,89.3
1687478400,88.9
1688083200,85.31
1688688000,84.82
1689292800,85.51
1689897600,89.36
1690502400,87.33
1691107200,83.33
1691712000,84.2
1692316800,86.68
1692921600,85.5
1693526400,84
1694131200,82.09
1694736000,82.33
1695340800,84.03
1695945600,81.65
1696550400,79.95
1697155200,84.61
1697760000,81.19
1698364800,79.41
1698969600,78.35
1699574400,76.46
1700179200,76.55
1700784000,75.9
1701388800,71.45
1701993600,69.84
1702598400,66.6
1705622400,61.93
1706227200,61.95
1706832000,60.92
1707436800,57.24
1708041600,55.12
1708646400,49.5
1709251200,53.6
1709856000,57.1
1710460800,57.75
1711065600,57.93
1712275200,57.17
1712880000,68.01
1713484800,67.77
1714089600,65.66
